Time,Speed,RPM,nGear,Throttle,Brake,DRS,Distance,RelativeDistance,X,Y,Z
0 days 00:00:02.757000,129.0,9003.0,3,0.0,True,0,170.22027777777777,0.0516236401568776,-7464.422755008014,-4891.453845302819,529.4842792535669
0 days 00:00:02.839000,127.40555804444443,8926.694563555555,3,0.0,True,0,173.0760662201456,0.0524897308297259,-7455.0,-4864.0,531.0
0 days 00:00:03.079000,122.73889137777778,8703.361230222223,3,0.0,True,0,181.15993233236696,0.0549413693812649,-7423.0,-4786.0,534.0
0 days 00:00:03.117000,122.0,8668.0,3,0.0,True,0,182.42027777777776,0.0553236012786432,-7417.601893689517,-4774.937488060448,534.2666913299461
0 days 00:00:03.240000,120.078124,8470.4311472,3,0.0,True,0,186.4711835782765,0.0565521417679694,-7399.0,-4742.0,535.0
0 days 00:00:03.437000,117.0,8154.0,3,0.0,False,0,192.82027777777776,0.0584776664971974,-7361.431351771089,-4697.396487650645,536.984345907127
0 days 00:00:03.439000,116.95816164002945,8157.715246365386,3,0.125515079911696,False,0,192.88343878885064,0.0584968216845237,-7361.0,-4697.0,537.0
0 days 00:00:03.639000,112.774057860331,8529.263662002608,3,12.677826419006998,False,0,199.10183786583525,0.0603827097848898,-7312.0,-4663.0,538.0
0 days 00:00:03.676000,112.0,8598.0,3,15.0,False,0,200.25583333333333,0.0607326883393518,-7301.265882584996,-4657.795260498943,538.2215373610873
0 days 00:00:03.779000,112.77250048,8650.01503232,3,26.07250688,False,0,203.496289275842,0.0617154392413252,-7270.0,-4645.0,539.0
0 days 00:00:04.019000,114.57250048,8771.21503232,3,51.87250688,False,0,211.1876561537973,0.0640480423906424,-7195.0,-4623.0,542.0
0 days 00:00:04.076000,115.0,8800.0,3,58.0,False,0,213.0336111111111,0.0646078753065926,-7168.628778156194,-4618.02670039025,543.1517889395254
0 days 00:00:04.279000,119.229168,9074.0500864,3,69.8416704,False,0,219.73564054900297,0.0666404366473407,-7062.0,-4602.0,548.0
0 days 00:00:04.316000,120.0,9124.0,3,72.0,False,0,221.0336111111111,0.067034079320865,-7047.126617191503,-4600.042955927363,548.7631646404204
0 days 00:00:04.636000,138.0,10491.0,3,99.0,False,0,233.30027777777775,0.0707542588094162,-6974.231809927749,-4593.488859902874,553.8694857789887
0 days 00:00:04.700000,140.0,10441.8,3,99.0,False,0,235.81080417338688,0.0715156399617867,-6959.0,-4592.0,555.0
0 days 00:00:04.796000,143.0,10368.0,3,99.0,False,0,239.65583333333333,0.0726817431096438,-6931.957109287816,-4589.096182237549,556.9309285314569
0 days 00:00:04.799000,143.187504,10379.725250133331,3,99.0,False,0,239.77963603530304,0.0727192894362058,-6931.0,-4589.0,557.0
0 days 00:00:05.036000,158.0,11306.0,3,99.0,False,0,250.18916666666664,0.0758762450617692,-6833.369522393568,-4580.942751450724,564.3224803768655
0 days 00:00:05.139000,162.5062528,11082.6186112,3,99.0,False,0,254.97726061759036,0.0773283566573248,-6786.0,-4577.0,568.0
0 days 00:00:05.320000,170.4250112,10690.0744448,3,99.0,False,0,263.7025864051833,0.0799745342137865,-6703.0,-4569.0,575.0
0 days 00:00:05.356000,172.0,10612.0,4,99.0,False,0,265.4780555555556,0.0805129905112677,-6686.181875869623,-4567.079780287068,576.7287272573919
0 days 00:00:05.556000,181.0,11352.0,4,100.0,False,0,275.5336111111111,0.0835625941680963,-6589.936350139471,-4555.24273702613,585.8017390490161
0 days 00:00:05.580000,181.45,11362.35,4,100.0,False,0,276.7486319063143,0.0839310802094396,-6578.0,-4554.0,586.0
0 days 00:00:05.600000,181.8250048,11370.9751104,4,100.0,False,0,277.76165732161314,0.0842383060005844,-6568.0,-4553.0,586.0
0 days 00:00:05.716000,184.0,11421.0,4,100.0,False,0,283.7113888888889,0.0860427138271304,-6510.959797568346,-4546.332986152411,586.791263498234
0 days 00:00:06.476000,210.0,11161.0,5,100.0,False,0,328.0447222222222,0.0994879277395571,-6106.412900956871,-4457.247457818485,625.6867286769923
0 days 00:00:06.520000,211.1000064,11203.24024576,5,99.77999872,False,0,330.6675435022089,0.100283365179335,-6073.0,-4449.0,629.0
0 days 00:00:06.676000,215.0,11353.0,5,99.0,False,0,339.9891666666667,0.1031103851219778,-5943.768811830474,-4416.989447299783,641.4000482759016
0 days 00:00:06.780000,218.25,11496.0,5,99.0,False,0,346.3227990850898,0.1050312206717909,-5863.0,-4397.0,649.0
0 days 00:00:06.836000,220.0,11573.0,5,99.0,False,0,349.76694444444445,0.1060757455838664,-5824.911534766529,-4387.606273704771,652.5683078877661
0 days 00:00:07.116000,225.0,10733.0,5,99.0,False,0,367.2669444444444,0.1113830668650874,-5678.0258194736425,-4351.351153755889,666.1088586693727
0 days 00:00:07.159000,225.92142994285717,10727.932135314286,5,99.0,False,0,369.99302862203,0.1122098214119503,-5657.0,-4346.0,668.0
0 days 00:00:07.396000,231.0,10700.0,6,99.0,False,0,385.2336111111111,0.1168319167138077,-5539.264018109298,-4315.098613946566,678.468999436643
