Driver,DriverNumber,LapNumber,LapTime,Stint,Compound,TyreLife,PitInTime,PitOutTime,Sector1Time,Sector2Time,Sector3Time,Position,TrackStatus,IsAccurate
STR,18,25.0,0 days 00:01:17.241000,2.0,HARD,9.0,,,0 days 00:00:20.033000,0 days 00:00:36.404000,0 days 00:00:20.804000,18.0,1,True
STR,18,26.0,0 days 00:01:18.901000,2.0,HARD,10.0,,,0 days 00:00:20.279000,0 days 00:00:36.541000,0 days 00:00:22.081000,16.0,1,True
STR,18,27.0,0 days 00:01:17.027000,2.0,HARD,11.0,,,0 days 00:00:20.267000,0 days 00:00:36.353000,0 days 00:00:20.407000,16.0,1,True
STR,18,28.0,0 days 00:01:17.272000,2.0,HARD,12.0,,,0 days 00:00:19.992000,0 days 00:00:36.526000,0 days 00:00:20.754000,16.0,1,True
STR,18,29.0,0 days 00:01:20.119000,2.0,HARD,13.0,,,0 days 00:00:20.789000,0 days 00:00:38.482000,0 days 00:00:20.848000,16.0,1,True
STR,18,30.0,0 days 00:01:20.246000,2.0,HARD,14.0,,,0 days 00:00:20.663000,0 days 00:00:38.818000,0 days 00:00:20.765000,16.0,1,True
STR,18,31.0,0 days 00:01:19.721000,2.0,HARD,15.0,,,0 days 00:00:20.934000,0 days 00:00:38.171000,0 days 00:00:20.616000,16.0,1,True
STR,18,32.0,0 days 00:01:20.498000,2.0,HARD,16.0,,,0 days 00:00:21.639000,0 days 00:00:37.764000,0 days 00:00:21.095000,16.0,1,True
STR,18,33.0,0 days 00:01:18.230000,2.0,HARD,17.0,,,0 days 00:00:20.483000,0 days 00:00:36.848000,0 days 00:00:20.899000,16.0,1,True
STR,18,34.0,0 days 00:01:20.199000,2.0,HARD,18.0,,,0 days 00:00:20.533000,0 days 00:00:38.933000,0 days 00:00:20.733000,16.0,1,True
STR,18,35.0,0 days 00:01:18.217000,2.0,HARD,19.0,,,0 days 00:00:20.499000,0 days 00:00:36.731000,0 days 00:00:20.987000,16.0,1,True
STR,18,36.0,0 days 00:01:18.912000,2.0,HARD,20.0,,,0 days 00:00:20.626000,0 days 00:00:37.419000,0 days 00:00:20.867000,16.0,1,True
STR,18,37.0,0 days 00:01:18.946000,2.0,HARD,21.0,,,0 days 00:00:20.597000,0 days 00:00:37.362000,0 days 00:00:20.987000,15.0,12,True
STR,18,38.0,0 days 00:01:18.252000,2.0,HARD,22.0,,,0 days 00:00:20.484000,0 days 00:00:36.930000,0 days 00:00:20.838000,15.0,1,True
STR,18,39.0,0 days 00:01:18.805000,2.0,HARD,23.0,,,0 days 00:00:20.643000,0 days 00:00:37.281000,0 days 00:00:20.881000,15.0,1,True
STR,18,40.0,0 days 00:01:18.785000,2.0,HARD,24.0,,,0 days 00:00:20.603000,0 days 00:00:37.370000,0 days 00:00:20.812000,15.0,1,True
STR,18,41.0,0 days 00:01:18.701000,2.0,HARD,25.0,,,0 days 00:00:20.613000,0 days 00:00:37.203000,0 days 00:00:20.885000,15.0,1,True
STR,18,42.0,0 days 00:01:17.363000,2.0,HARD,26.0,,,0 days 00:00:20.237000,0 days 00:00:36.682000,0 days 00:00:20.444000,15.0,1,True
STR,18,43.0,0 days 00:01:17.762000,2.0,HARD,27.0,,,0 days 00:00:20.266000,0 days 00:00:36.767000,0 days 00:00:20.729000,15.0,1,True
STR,18,44.0,0 days 00:01:18.615000,2.0,HARD,28.0,,,0 days 00:00:20.473000,0 days 00:00:37.227000,0 days 00:00:20.915000,14.0,1,True
STR,18,45.0,0 days 00:01:19.045000,2.0,HARD,29.0,,,0 days 00:00:20.501000,0 days 00:00:37.547000,0 days 00:00:20.997000,14.0,1,True
STR,18,46.0,0 days 00:01:19.020000,2.0,HARD,30.0,,,0 days 00:00:20.615000,0 days 00:00:37.482000,0 days 00:00:20.923000,14.0,1,True
STR,18,47.0,0 days 00:01:20.384000,2.0,HARD,31.0,,,0 days 00:00:21.282000,0 days 00:00:38.120000,0 days 00:00:20.982000,14.0,1,True
STR,18,48.0,0 days 00:01:18.618000,2.0,HARD,32.0,,,0 days 00:00:20.584000,0 days 00:00:37.342000,0 days 00:00:20.692000,14.0,1,True
STR,18,49.0,0 days 00:01:18.251000,2.0,HARD,33.0,,,0 days 00:00:20.708000,0 days 00:00:36.868000,0 days 00:00:20.675000,14.0,1,True
STR,18,50.0,0 days 00:01:19.001000,2.0,HARD,34.0,,,0 days 00:00:20.586000,0 days 00:00:37.524000,0 days 00:00:20.891000,14.0,1,True
STR,18,51.0,0 days 00:01:20.289000,2.0,HARD,35.0,,,0 days 00:00:20.504000,0 days 00:00:38.746000,0 days 00:00:21.039000,14.0,1,True
STR,18,52.0,0 days 00:01:22.255000,2.0,HARD,36.0,,,0 days 00:00:21.675000,0 days 00:00:39.791000,0 days 00:00:20.789000,14.0,1,True
STR,18,53.0,0 days 00:01:18.963000,2.0,HARD,37.0,,,0 days 00:00:20.651000,0 days 00:00:37.193000,0 days 00:00:21.119000,14.0,1,True
STR,18,54.0,0 days 00:01:19.793000,2.0,HARD,38.0,,,0 days 00:00:21.430000,0 days 00:00:37.317000,0 days 00:00:21.046000,14.0,1,True
STR,18,55.0,0 days 00:01:18.805000,2.0,HARD,39.0,,,0 days 00:00:20.538000,0 days 00:00:37.249000,0 days 00:00:21.018000,14.0,1,True
STR,18,56.0,0 days 00:01:18.365000,2.0,HARD,40.0,,,0 days 00:00:20.513000,0 days 00:00:36.976000,0 days 00:00:20.876000,14.0,1,True
STR,18,57.0,0 days 00:01:18.494000,2.0,HARD,41.0,,,0 days 00:00:20.624000,0 days 00:00:36.940000,0 days 00:00:20.930000,14.0,1,True
STR,18,58.0,0 days 00:01:18.116000,2.0,HARD,42.0,,,0 days 00:00:20.326000,0 days 00:00:36.895000,0 days 00:00:20.895000,14.0,1,True
STR,18,59.0,0 days 00:01:19.183000,2.0,HARD,43.0,,,0 days 00:00:20.789000,0 days 00:00:37.427000,0 days 00:00:20.967000,14.0,1,True
STR,18,60.0,0 days 00:01:18.580000,2.0,HARD,44.0,,,0 days 00:00:20.536000,0 days 00:00:37.253000,0 days 00:00:20.791000,14.0,1,True
STR,18,61.0,0 days 00:01:18.751000,2.0,HARD,45.0,,,0 days 00:00:20.603000,0 days 00:00:37.071000,0 days 00:00:21.077000,14.0,1,True
STR,18,62.0,0 days 00:01:18.282000,2.0,HARD,46.0,,,0 days 00:00:20.257000,0 days 00:00:37.032000,0 days 00:00:20.993000,14.0,1,True
STR,18,63.0,0 days 00:01:18.974000,2.0,HARD,47.0,,,0 days 00:00:20.602000,0 days 00:00:37.086000,0 days 00:00:21.286000,14.0,1,True
STR,18,66.0,0 days 00:01:14.886000,3.0,MEDIUM,3.0,,,0 days 00:00:19.467000,0 days 00:00:35.490000,0 days 00:00:19.929000,18.0,1,True
STR,18,67.0,0 days 00:01:14.877000,3.0,MEDIUM,4.0,,,0 days 00:00:19.652000,0 days 00:00:35.303000,0 days 00:00:19.922000,18.0,1,True
STR,18,68.0,0 days 00:01:15.326000,3.0,MEDIUM,5.0,,,0 days 00:00:19.389000,0 days 00:00:35.599000,0 days 00:00:20.338000,18.0,1,True
STR,18,69.0,0 days 00:01:15.247000,3.0,MEDIUM,6.0,,,0 days 00:00:19.555000,0 days 00:00:35.425000,0 days 00:00:20.267000,17.0,1,True
STR,18,70.0,0 days 00:01:16.215000,3.0,MEDIUM,7.0,,,0 days 00:00:19.819000,0 days 00:00:36.204000,0 days 00:00:20.192000,17.0,1,True
STR,18,71.0,0 days 00:01:16.555000,3.0,MEDIUM,8.0,,,0 days 00:00:19.910000,0 days 00:00:36.118000,0 days 00:00:20.527000,17.0,1,True
STR,18,72.0,0 days 00:01:16.161000,3.0,MEDIUM,9.0,,,0 days 00:00:19.651000,0 days 00:00:35.924000,0 days 00:00:20.586000,17.0,1,True
STR,18,73.0,0 days 00:01:15.952000,3.0,MEDIUM,10.0,,,0 days 00:00:19.627000,0 days 00:00:36.078000,0 days 00:00:20.247000,16.0,1,True
STR,18,74.0,0 days 00:01:17.061000,3.0,MEDIUM,11.0,,,0 days 00:00:19.810000,0 days 00:00:37.098000,0 days 00:00:20.153000,16.0,1,True
STR,18,75.0,0 days 00:01:16.313000,3.0,MEDIUM,12.0,,,0 days 00:00:19.870000,0 days 00:00:36.305000,0 days 00:00:20.138000,16.0,1,True
STR,18,76.0,0 days 00:01:17.596000,3.0,MEDIUM,13.0,,,0 days 00:00:20.154000,0 days 00:00:36.818000,0 days 00:00:20.624000,15.0,1,True
TSU,22,5.0,0 days 00:01:18.663000,2.0,HARD,4.0,,,0 days 00:00:21.055000,0 days 00:00:36.977000,0 days 00:00:20.631000,17.0,1,True
TSU,22,6.0,0 days 00:01:18.281000,2.0,HARD,5.0,,,0 days 00:00:20.891000,0 days 00:00:36.667000,0 days 00:00:20.723000,17.0,1,True
TSU,22,7.0,0 days 00:01:19.157000,2.0,HARD,6.0,,,0 days 00:00:20.886000,0 days 00:00:37.098000,0 days 00:00:21.173000,17.0,1,True
TSU,22,8.0,0 days 00:01:23.351000,2.0,HARD,7.0,,,0 days 00:00:21.096000,0 days 00:00:40.024000,0 days 00:00:22.231000,17.0,12,True
TSU,22,9.0,0 days 00:01:19.611000,2.0,HARD,8.0,,,0 days 00:00:20.404000,0 days 00:00:37.584000,0 days 00:00:21.623000,17.0,2,True
TSU,22,10.0,0 days 00:01:21.823000,2.0,HARD,9.0,,,0 days 00:00:21.099000,0 days 00:00:38.939000,0 days 00:00:21.785000,17.0,2,True
TSU,22,11.0,0 days 00:01:20.088000,2.0,HARD,10.0,,,0 days 00:00:20.929000,0 days 00:00:37.890000,0 days 00:00:21.269000,17.0,21,True
TSU,22,12.0,0 days 00:01:19.637000,2.0,HARD,11.0,,,0 days 00:00:20.862000,0 days 00:00:37.540000,0 days 00:00:21.235000,16.0,1,True
TSU,22,13.0,0 days 00:01:19.301000,2.0,HARD,12.0,,,0 days 00:00:20.856000,0 days 00:00:37.714000,0 days 00:00:20.731000,15.0,1,True
TSU,22,14.0,0 days 00:01:18.775000,2.0,HARD,13.0,,,0 days 00:00:20.772000,0 days 00:00:37.026000,0 days 00:00:20.977000,15.0,1,True
TSU,22,15.0,0 days 00:01:19.086000,2.0,HARD,14.0,,,0 days 00:00:20.680000,0 days 00:00:37.202000,0 days 00:00:21.204000,15.0,1,True
TSU,22,16.0,0 days 00:01:20.444000,2.0,HARD,15.0,,,0 days 00:00:20.925000,0 days 00:00:37.780000,0 days 00:00:21.739000,15.0,1,True
TSU,22,17.0,0 days 00:01:21.081000,2.0,HARD,16.0,,,0 days 00:00:21.183000,0 days 00:00:38.321000,0 days 00:00:21.577000,14.0,1,True
TSU,22,18.0,0 days 00:01:19.608000,2.0,HARD,17.0,,,0 days 00:00:20.927000,0 days 00:00:37.480000,0 days 00:00:21.201000,14.0,1,True
TSU,22,19.0,0 days 00:01:19.752000,2.0,HARD,18.0,,,0 days 00:00:21.070000,0 days 00:00:37.720000,0 days 00:00:20.962000,14.0,1,True
TSU,22,20.0,0 days 00:01:18.896000,2.0,HARD,19.0,,,0 days 00:00:20.827000,0 days 00:00:37.430000,0 days 00:00:20.639000,14.0,1,True
TSU,22,21.0,0 days 00:01:17.885000,2.0,HARD,20.0,,,0 days 00:00:20.562000,0 days 00:00:36.776000,0 days 00:00:20.547000,14.0,1,True
TSU,22,22.0,0 days 00:01:17.395000,2.0,HARD,21.0,,,0 days 00:00:20.332000,0 days 00:00:36.546000,0 days 00:00:20.517000,14.0,1,True
TSU,22,23.0,0 days 00:01:16.933000,2.0,HARD,22.0,,,0 days 00:00:20.268000,0 days 00:00:36.241000,0 days 00:00:20.424000,14.0,1,True
TSU,22,24.0,0 days 00:01:17.026000,2.0,HARD,23.0,,,0 days 00:00:20.125000,0 days 00:00:36.485000,0 days 00:00:20.416000,14.0,1,True
TSU,22,25.0,0 days 00:01:18.413000,2.0,HARD,24.0,,,0 days 00:00:20.113000,0 days 00:00:36.980000,0 days 00:00:21.320000,14.0,1,True
TSU,22,26.0,0 days 00:01:19.530000,2.0,HARD,25.0,,,0 days 00:00:21.007000,0 days 00:00:37.213000,0 days 00:00:21.310000,14.0,1,True
TSU,22,27.0,0 days 00:01:19.565000,2.0,HARD,26.0,,,0 days 00:00:20.804000,0 days 00:00:37.494000,0 days 00:00:21.267000,14.0,1,True
TSU,22,28.0,0 days 00:01:19.786000,2.0,HARD,27.0,,,0 days 00:00:20.978000,0 days 00:00:37.380000,0 days 00:00:21.428000,14.0,1,True
TSU,22,29.0,0 days 00:01:19.313000,2.0,HARD,28.0,,,0 days 00:00:20.802000,0 days 00:00:37.243000,0 days 00:00:21.268000,14.0,1,True
TSU,22,30.0,0 days 00:01:20.165000,2.0,HARD,29.0,,,0 days 00:00:21.304000,0 days 00:00:37.579000,0 days 00:00:21.282000,14.0,1,True
TSU,22,31.0,0 days 00:01:20.088000,2.0,HARD,30.0,,,0 days 00:00:21.495000,0 days 00:00:37.505000,0 days 00:00:21.088000,14.0,1,True
TSU,22,32.0,0 days 00:01:20.951000,2.0,HARD,31.0,,,0 days 00:00:21.563000,0 days 00:00:38.655000,0 days 00:00:20.733000,14.0,1,True
TSU,22,33.0,0 days 00:01:18.035000,2.0,HARD,32.0,,,0 days 00:00:20.354000,0 days 00:00:36.853000,0 days 00:00:20.828000,14.0,1,True
TSU,22,34.0,0 days 00:01:18.623000,2.0,HARD,33.0,,,0 days 00:00:20.607000,0 days 00:00:37.058000,0 days 00:00:20.958000,14.0,1,True
TSU,22,35.0,0 days 00:01:20.269000,2.0,HARD,34.0,,,0 days 00:00:20.798000,0 days 00:00:37.443000,0 days 00:00:22.028000,14.0,1,True
TSU,22,36.0,0 days 00:01:18.945000,2.0,HARD,35.0,,,0 days 00:00:20.810000,0 days 00:00:37.254000,0 days 00:00:20.881000,14.0,1,True
TSU,22,37.0,0 days 00:01:18.933000,2.0,HARD,36.0,,,0 days 00:00:20.681000,0 days 00:00:37.202000,0 days 00:00:21.050000,13.0,12,True
TSU,22,38.0,0 days 00:01:18.168000,2.0,HARD,37.0,,,0 days 00:00:20.426000,0 days 00:00:36.964000,0 days 00:00:20.778000,13.0,1,True
TSU,22,39.0,0 days 00:01:18.879000,2.0,HARD,38.0,,,0 days 00:00:20.667000,0 days 00:00:37.289000,0 days 00:00:20.923000,13.0,1,True
TSU,22,40.0,0 days 00:01:18.913000,2.0,HARD,39.0,,,0 days 00:00:20.591000,0 days 00:00:37.253000,0 days 00:00:21.069000,13.0,1,True
TSU,22,41.0,0 days 00:01:18.272000,2.0,HARD,40.0,,,0 days 00:00:20.474000,0 days 00:00:37.090000,0 days 00:00:20.708000,13.0,1,True
TSU,22,42.0,0 days 00:01:17.292000,2.0,HARD,41.0,,,0 days 00:00:20.098000,0 days 00:00:36.551000,0 days 00:00:20.643000,13.0,1,True
TSU,22,43.0,0 days 00:01:18.050000,2.0,HARD,42.0,,,0 days 00:00:20.261000,0 days 00:00:37.014000,0 days 00:00:20.775000,13.0,1,True
TSU,22,44.0,0 days 00:01:18.827000,2.0,HARD,43.0,,,0 days 00:00:20.596000,0 days 00:00:37.078000,0 days 00:00:21.153000,13.0,1,True
TSU,22,45.0,0 days 00:01:19.266000,2.0,HARD,44.0,,,0 days 00:00:20.609000,0 days 00:00:37.751000,0 days 00:00:20.906000,13.0,1,True
TSU,22,46.0,0 days 00:01:19.246000,2.0,HARD,45.0,,,0 days 00:00:20.706000,0 days 00:00:37.582000,0 days 00:00:20.958000,13.0,1,True
TSU,22,47.0,0 days 00:01:20.203000,2.0,HARD,46.0,,,0 days 00:00:20.676000,0 days 00:00:38.516000,0 days 00:00:21.011000,13.0,1,True
TSU,22,48.0,0 days 00:01:18.979000,2.0,HARD,47.0,,,0 days 00:00:20.724000,0 days 00:00:37.437000,0 days 00:00:20.818000,13.0,1,True
TSU,22,49.0,0 days 00:01:17.998000,2.0,HARD,48.0,,,0 days 00:00:20.189000,0 days 00:00:36.962000,0 days 00:00:20.847000,13.0,1,True
TSU,22,50.0,0 days 00:01:19.205000,2.0,HARD,49.0,,,0 days 00:00:20.616000,0 days 00:00:37.502000,0 days 00:00:21.087000,13.0,1,True
TSU,22,51.0,0 days 00:01:20.267000,2.0,HARD,50.0,,,0 days 00:00:20.423000,0 days 00:00:37.604000,0 days 00:00:22.240000,13.0,1,True
TSU,22,52.0,0 days 00:01:21.891000,2.0,HARD,51.0,,,0 days 00:00:20.923000,0 days 00:00:38.889000,0 days 00:00:22.079000,13.0,1,True
TSU,22,53.0,0 days 00:01:19.395000,2.0,HARD,52.0,,,0 days 00:00:20.861000,0 days 00:00:37.350000,0 days 00:00:21.184000,13.0,1,True
TSU,22,54.0,0 days 00:01:19.566000,2.0,HARD,53.0,,,0 days 00:00:20.993000,0 days 00:00:37.495000,0 days 00:00:21.078000,13.0,1,True
TSU,22,55.0,0 days 00:01:18.811000,2.0,HARD,54.0,,,0 days 00:00:20.522000,0 days 00:00:37.290000,0 days 00:00:20.999000,13.0,1,True
TSU,22,56.0,0 days 00:01:18.408000,2.0,HARD,55.0,,,0 days 00:00:20.499000,0 days 00:00:37.026000,0 days 00:00:20.883000,13.0,1,True
TSU,22,57.0,0 days 00:01:18.497000,2.0,HARD,56.0,,,0 days 00:00:20.449000,0 days 00:00:37.102000,0 days 00:00:20.946000,13.0,1,True
TSU,22,58.0,0 days 00:01:18.253000,2.0,HARD,57.0,,,0 days 00:00:20.183000,0 days 00:00:37.071000,0 days 00:00:20.999000,13.0,1,True
TSU,22,59.0,0 days 00:01:19.028000,2.0,HARD,58.0,,,0 days 00:00:20.736000,0 days 00:00:37.412000,0 days 00:00:20.880000,13.0,1,True
TSU,22,60.0,0 days 00:01:18.810000,2.0,HARD,59.0,,,0 days 00:00:20.485000,0 days 00:00:37.386000,0 days 00:00:20.939000,13.0,1,True
TSU,22,61.0,0 days 00:01:18.547000,2.0,HARD,60.0,,,0 days 00:00:20.249000,0 days 00:00:37.332000,0 days 00:00:20.966000,13.0,1,True
TSU,22,62.0,0 days 00:01:18.430000,2.0,HARD,61.0,,,0 days 00:00:20.205000,0 days 00:00:37.246000,0 days 00:00:20.979000,13.0,1,True
TSU,22,63.0,0 days 00:01:18.923000,2.0,HARD,62.0,,,0 days 00:00:20.500000,0 days 00:00:37.194000,0 days 00:00:21.229000,13.0,1,True
TSU,22,64.0,0 days 00:01:18.512000,2.0,HARD,63.0,,,0 days 00:00:20.460000,0 days 00:00:37.080000,0 days 00:00:20.972000,13.0,1,True
TSU,22,65.0,0 days 00:01:17.611000,2.0,HARD,64.0,,,0 days 00:00:20.035000,0 days 00:00:36.828000,0 days 00:00:20.748000,13.0,1,True
TSU,22,66.0,0 days 00:01:17.610000,2.0,HARD,65.0,,,0 days 00:00:20.104000,0 days 00:00:37.102000,0 days 00:00:20.404000,13.0,1,True
TSU,22,67.0,0 days 00:01:15.969000,2.0,HARD,66.0,,,0 days 00:00:19.904000,0 days 00:00:35.962000,0 days 00:00:20.103000,13.0,1,True
TSU,22,68.0,0 days 00:01:15.966000,2.0,HARD,67.0,,,0 days 00:00:19.717000,0 days 00:00:36.084000,0 days 00:00:20.165000,13.0,1,True
TSU,22,69.0,0 days 00:01:18.332000,2.0,HARD,68.0,,,0 days 00:00:19.727000,0 days 00:00:38.085000,0 days 00:00:20.520000,12.0,1,True
TSU,22,70.0,0 days 00:01:16.046000,2.0,HARD,69.0,,,0 days 00:00:19.803000,0 days 00:00:36.101000,0 days 00:00:20.142000,12.0,1,True
TSU,22,71.0,0 days 00:01:15.607000,2.0,HARD,70.0,,,0 days 00:00:19.779000,0 days 00:00:35.830000,0 days 00:00:19.998000,12.0,1,True
TSU,22,72.0,0 days 00:01:15.320000,2.0,HARD,71.0,,,0 days 00:00:19.713000,0 days 00:00:35.682000,0 days 00:00:19.925000,12.0,1,True
TSU,22,75.0,0 days 00:01:14.913000,3.0,MEDIUM,2.0,,,0 days 00:00:19.624000,0 days 00:00:35.388000,0 days 00:00:19.901000,17.0,1,True
TSU,22,76.0,0 days 00:01:15.886000,3.0,MEDIUM,3.0,,,0 days 00:00:19.262000,0 days 00:00:35.731000,0 days 00:00:20.893000,17.0,1,True
VER,1,5.0,0 days 00:01:20.800000,1.0,HARD,5.0,,,0 days 00:00:21.744000,0 days 00:00:37.485000,0 days 00:00:21.571000,4.0,1,True
VER,1,6.0,0 days 00:01:20.011000,1.0,HARD,6.0,,,0 days 00:00:21.370000,0 days 00:00:37.325000,0 days 00:00:21.316000,4.0,1,True
VER,1,7.0,0 days 00:01:18.968000,1.0,HARD,7.0,,,0 days 00:00:21.250000,0 days 00:00:37.105000,0 days 00:00:20.613000,4.0,1,True
VER,1,8.0,0 days 00:01:17.714000,1.0,HARD,8.0,,,0 days 00:00:20.467000,0 days 00:00:36.796000,0 days 00:00:20.451000,4.0,12,True
VER,1,9.0,0 days 00:01:21.205000,1.0,HARD,9.0,,,0 days 00:00:20.277000,0 days 00:00:39.989000,0 days 00:00:20.939000,4.0,2,True
VER,1,10.0,0 days 00:01:19.169000,1.0,HARD,10.0,,,0 days 00:00:20.440000,0 days 00:00:38.145000,0 days 00:00:20.584000,4.0,2,True
VER,1,11.0,0 days 00:01:17.481000,1.0,HARD,11.0,,,0 days 00:00:20.295000,0 days 00:00:36.676000,0 days 00:00:20.510000,4.0,21,True
VER,1,12.0,0 days 00:01:18.128000,1.0,HARD,12.0,,,0 days 00:00:20.612000,0 days 00:00:37.001000,0 days 00:00:20.515000,4.0,1,True
VER,1,13.0,0 days 00:01:17.122000,1.0,HARD,13.0,,,0 days 00:00:20.309000,0 days 00:00:36.424000,0 days 00:00:20.389000,4.0,1,True
VER,1,14.0,0 days 00:01:16.810000,1.0,HARD,14.0,,,0 days 00:00:20.267000,0 days 00:00:36.267000,0 days 00:00:20.276000,4.0,1,True
VER,1,15.0,0 days 00:01:16.380000,1.0,HARD,15.0,,,0 days 00:00:20.364000,0 days 00:00:35.859000,0 days 00:00:20.157000,4.0,1,True
VER,1,16.0,0 days 00:01:15.392000,1.0,HARD,16.0,,,0 days 00:00:19.731000,0 days 00:00:35.563000,0 days 00:00:20.098000,4.0,1,True
VER,1,17.0,0 days 00:01:15.131000,1.0,HARD,17.0,,,0 days 00:00:19.685000,0 days 00:00:35.563000,0 days 00:00:19.883000,4.0,1,True
VER,1,18.0,0 days 00:01:15.035000,1.0,HARD,18.0,,,0 days 00:00:19.671000,0 days 00:00:35.457000,0 days 00:00:19.907000,4.0,1,True
VER,1,19.0,0 days 00:01:15.413000,1.0,HARD,19.0,,,0 days 00:00:19.780000,0 days 00:00:35.664000,0 days 00:00:19.969000,3.0,1,True
VER,1,20.0,0 days 00:01:15.233000,1.0,HARD,20.0,,,0 days 00:00:19.782000,0 days 00:00:35.584000,0 days 00:00:19.867000,2.0,1,True
VER,1,21.0,0 days 00:01:15.248000,1.0,HARD,21.0,,,0 days 00:00:19.689000,0 days 00:00:35.577000,0 days 00:00:19.982000,2.0,1,True
VER,1,22.0,0 days 00:01:15.291000,1.0,HARD,22.0,,,0 days 00:00:19.708000,0 days 00:00:35.680000,0 days 00:00:19.903000,1.0,1,True
VER,1,23.0,0 days 00:01:15.254000,1.0,HARD,23.0,,,0 days 00:00:19.733000,0 days 00:00:35.652000,0 days 00:00:19.869000,1.0,1,True
VER,1,24.0,0 days 00:01:15.181000,1.0,HARD,24.0,,,0 days 00:00:19.692000,0 days 00:00:35.626000,0 days 00:00:19.863000,1.0,1,True
VER,1,25.0,0 days 00:01:15.175000,1.0,HARD,25.0,,,0 days 00:00:19.654000,0 days 00:00:35.602000,0 days 00:00:19.919000,1.0,1,True
VER,1,26.0,0 days 00:01:16.288000,1.0,HARD,26.0,,,0 days 00:00:20.045000,0 days 00:00:36.058000,0 days 00:00:20.185000,1.0,1,True
VER,1,27.0,0 days 00:01:16.323000,1.0,HARD,27.0,,,0 days 00:00:20.056000,0 days 00:00:35.969000,0 days 00:00:20.298000,1.0,1,True
VER,1,30.0,0 days 00:01:15.074000,2.0,MEDIUM,2.0,,,0 days 00:00:19.719000,0 days 00:00:35.517000,0 days 00:00:19.838000,4.0,1,True
VER,1,31.0,0 days 00:01:15.133000,2.0,MEDIUM,3.0,,,0 days 00:00:19.737000,0 days 00:00:35.377000,0 days 00:00:20.019000,4.0,1,True
VER,1,32.0,0 days 00:01:15.424000,2.0,MEDIUM,4.0,,,0 days 00:00:19.687000,0 days 00:00:35.603000,0 days 00:00:20.134000,4.0,1,True
VER,1,33.0,0 days 00:01:16.213000,2.0,MEDIUM,5.0,,,0 days 00:00:20.137000,0 days 00:00:35.965000,0 days 00:00:20.111000,4.0,1,True
VER,1,34.0,0 days 00:01:15.800000,2.0,MEDIUM,6.0,,,0 days 00:00:19.875000,0 days 00:00:35.765000,0 days 00:00:20.160000,4.0,1,True
VER,1,35.0,0 days 00:01:15.330000,2.0,MEDIUM,7.0,,,0 days 00:00:19.747000,0 days 00:00:35.817000,0 days 00:00:19.766000,4.0,1,True
VER,1,36.0,0 days 00:01:14.976000,2.0,MEDIUM,8.0,,,0 days 00:00:19.598000,0 days 00:00:35.487000,0 days 00:00:19.891000,4.0,1,True
VER,1,37.0,0 days 00:01:15.025000,2.0,MEDIUM,9.0,,,0 days 00:00:19.696000,0 days 00:00:35.480000,0 days 00:00:19.849000,4.0,1,True
VER,1,38.0,0 days 00:01:14.677000,2.0,MEDIUM,10.0,,,0 days 00:00:19.623000,0 days 00:00:35.174000,0 days 00:00:19.880000,4.0,12,True
VER,1,39.0,0 days 00:01:14.785000,2.0,MEDIUM,11.0,,,0 days 00:00:19.649000,0 days 00:00:35.315000,0 days 00:00:19.821000,4.0,1,True
VER,1,40.0,0 days 00:01:14.421000,2.0,MEDIUM,12.0,,,0 days 00:00:19.394000,0 days 00:00:35.181000,0 days 00:00:19.846000,4.0,1,True
VER,1,41.0,0 days 00:01:14.390000,2.0,MEDIUM,13.0,,,0 days 00:00:19.417000,0 days 00:00:35.304000,0 days 00:00:19.669000,4.0,1,True
VER,1,42.0,0 days 00:01:14.456000,2.0,MEDIUM,14.0,,,0 days 00:00:19.417000,0 days 00:00:35.224000,0 days 00:00:19.815000,4.0,1,True
VER,1,43.0,0 days 00:01:14.567000,2.0,MEDIUM,15.0,,,0 days 00:00:19.481000,0 days 00:00:35.255000,0 days 00:00:19.831000,4.0,1,True
VER,1,44.0,0 days 00:01:14.380000,2.0,MEDIUM,16.0,,,0 days 00:00:19.606000,0 days 00:00:35.103000,0 days 00:00:19.671000,4.0,1,True
VER,1,45.0,0 days 00:01:14.230000,2.0,MEDIUM,17.0,,,0 days 00:00:19.363000,0 days 00:00:35.111000,0 days 00:00:19.756000,4.0,1,True
VER,1,46.0,0 days 00:01:14.897000,2.0,MEDIUM,18.0,,,0 days 00:00:19.768000,0 days 00:00:35.294000,0 days 00:00:19.835000,4.0,1,True
VER,1,47.0,0 days 00:01:14.859000,2.0,MEDIUM,19.0,,,0 days 00:00:19.698000,0 days 00:00:35.394000,0 days 00:00:19.767000,4.0,1,True
VER,1,48.0,0 days 00:01:14.538000,2.0,MEDIUM,20.0,,,0 days 00:00:19.396000,0 days 00:00:35.389000,0 days 00:00:19.753000,3.0,1,True
VER,1,49.0,0 days 00:01:14.261000,2.0,MEDIUM,21.0,,,0 days 00:00:19.233000,0 days 00:00:35.294000,0 days 00:00:19.734000,2.0,1,True
VER,1,50.0,0 days 00:01:14.426000,2.0,MEDIUM,22.0,,,0 days 00:00:19.400000,0 days 00:00:35.341000,0 days 00:00:19.685000,1.0,1,True
VER,1,51.0,0 days 00:01:15.165000,2.0,MEDIUM,23.0,,,0 days 00:00:19.475000,0 days 00:00:35.782000,0 days 00:00:19.908000,1.0,1,True
